Item.Number,tol_profit,botl_profit,State.Bottle.Cost
35918,1.8101484000000008,3.6000000000000005,7.2
42716,1.795464907910431,3.810805682064627,7.611611364129256
19066,1.794641608595729,5.2608267408773965,10.519628216753697
69947,1.7730590177930934,7.91996773957035,15.839927414033287
34422,1.7712875270217157,11.300296190815235,22.594749021003917
34007,1.700972176291596,7.406286417195387,14.802572834390782
10802,1.6683914483903854,8.237546342066238,16.465092684132475
11776,1.656256579999999,2.619999999999999,5.23
11777,1.6334897999999998,3.3199999999999994,6.63
36904,1.5828309000000007,0.9000000000000001,1.8
89196,1.5776313400000002,5.539999999999999,11.07
69637,1.572681,5.5,11
89387,1.5580601204528304,3.9412830188679253,7.875286348501665
27102,1.55418365,9.05,18.09
89197,1.5514493885226772,6.5322809562858755,13.064561912571753
87026,1.543936,9.25,18.5
35317,1.5225947699999998,1.9899999999999998,3.97
37996,1.4866141500000003,4.130000000000001,8.25
34008,1.44247,10,19.99
49186,1.4150871073245614,12.066297514619883,24.132595029239766
58838,1.3968399099999997,4.369999999999999,8.74
65256,1.3875016107131104,6.340719531281351,12.675550784541915
38088,1.3787261600000003,4.720000000000001,9.44
43128,1.3735875,7.5,15
34433,1.3699172112276718,9.219071921368489,18.428320574614876
11774,1.3545485800000008,1.5400000000000005,3.07
43285,1.35278484,4.529999999999999,9.06
10550,1.3461350791847801,3.1507923686028603,6.291584737205718
19067,1.317296665806526,6.308589942083836,12.607609381271862
936600,1.3089079588826813,4.149888268156424,8.298100558659218
17086,1.2977104347052695,8.154879470036192,16.309758940072378
43127,1.290157,4.75,9.5
19477,1.2713175447483362,11.030476289517473,22.06095257903494
